page_id	title	tot_edits	tot_users	n_reverts	revert_users	mutual_reverts	mutual_reverting_users	M	M_final	tot_edits_reg	tot_users_reg	n_reverts_reg	revert_users_reg	mutual_reverts_reg	mutual_reverting_users_reg	M_reg	M_final_reg	sample_users
27033	Real-time_Transport_Protocol	133	91	2	4	0	0	0	0	76	53	0	1	0	0	0	0	0
1457083	Real_Time_Kinematic	99	39	2	4	0	0	0	0	80	27	0	2	0	0	0	0	0
19251	SCTP	160	87	1	2	0	0	0	0	100	46	0	1	0	0	0	0	0
1539110	SRTP	32	22	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0
266342	Session_Description_Protocol	64	34	0	0	0	0	0	0	51	22	0	0	0	0	0	0	0
986	TCP/IP	577	340	86	112	0	0	0	0	321	152	8	32	0	0	0	0	0
146036	TLS	241	164	12	21	0	0	0	0	151	86	4	11	0	0	0	0	0
453138	The_Linux_Foundation	106	72	1	2	0	0	0	0	81	50	0	1	0	0	0	0	0
8908	Transmission_Control_Protocol	504	310	39	61	0	0	0	0	260	146	2	21	0	0	0	0	0
63908	URN	67	49	2	4	0	0	0	0	53	38	0	1	0	0	0	0	0
185648	VLAN	206	139	11	20	0	0	0	0	114	68	1	8	0	0	0	0	0
6080570	VLC_(технология_передачи_данных)	25	13	0	0	0	0	0	0	20	9	0	0	0	0	0	0	0
115247	VPN	492	318	69	102	2	2	2	0	264	138	11	36	0	0	0	0	0
40714	WiMAX	865	502	84	111	4	4	23	80	402	178	17	41	0	0	0	0	0
361533	Автоматизация	222	127	39	50	0	0	0	0	149	71	9	24	0	0	0	0	0
4721365	Автоматический_перевод_устной_речи	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2639570	Агрегирование_(программирование)	55	29	4	8	0	0	0	0	28	17	1	4	0	0	0	0	0
2741	Алгоритм	858	489	140	184	4	4	10	20	479	226	15	62	2	2	5	0	0
3107749	Анализ_данных	41	29	4	8	0	0	0	0	37	25	3	7	0	0	0	0	0
3989309	Атака_на_информационную_систему	21	12	0	0	0	0	0	0	16	8	0	0	0	0	0	0	0
29186	Аутентификация	435	234	40	60	2	2	3	0	239	118	11	29	2	2	3	0	0
119983	Бесклассовая_адресация	180	115	21	32	2	2	2	0	91	53	3	13	0	0	0	0	0
3316374	Беспилотный_автомобиль	143	68	4	8	0	0	0	0	107	46	1	5	0	0	0	0	0
1463395	Беспроводные_технологии	108	60	15	24	0	0	0	0	67	38	3	10	0	0	0	0	0
3061961	Биткойн	3358	874	395	399	28	21	1205	25263	2643	351	118	144	12	10	1178	11750	0
5677831	Блокчейн	326	125	52	55	8	7	15	91	241	58	15	19	2	2	5	0	0
3565006	Большие_данные	156	66	23	23	4	3	10	15	124	39	10	10	2	2	5	0	0
198174	Ботнет	248	153	25	46	0	0	0	0	156	84	3	19	0	0	0	0	0
5294630	Визуализация_данных	9	6	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0
163014	Виртуализация	306	177	15	24	0	0	0	0	180	86	5	12	0	0	0	0	0
5309702	Виртуализация_сетевых_функций	20	12	1	2	0	0	0	0	14	6	0	1	0	0	0	0	0
2615501	Виртуальная_валюта	71	33	10	15	0	0	0	0	58	21	3	8	0	0	0	0	0
65682	Виртуальная_машина	247	138	24	37	0	0	0	0	166	85	5	18	0	0	0	0	0
271	Виртуальная_реальность	576	295	71	84	8	7	35	231	360	152	13	27	2	2	5	0	0
188838	Виртуальный_собеседник	143	91	20	28	0	0	0	0	95	51	7	12	0	0	0	0	0
174784	Вредоносная_программа	569	200	34	53	0	0	0	0	400	105	6	23	0	0	0	0	0
911	Вычислительная_сеть	615	353	101	129	0	0	0	0	341	172	14	50	0	0	0	0	0
7448786	Глубокая_паутина	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2386389	Гомоморфное_шифрование	228	47	5	6	0	0	0	0	205	29	1	4	0	0	0	0	0
188024	Дата-центр	446	222	46	53	6	6	23	120	294	119	17	25	2	2	3	0	0
85570	Дополненная_реальность	359	174	26	39	2	2	4	0	238	93	8	21	2	2	4	0	0
279354	Дополнительные_виды_обслуживания	93	59	2	4	0	0	0	0	64	36	1	2	0	0	0	0	0
9089	Инженерный_совет_Интернета	163	65	4	7	0	0	0	0	151	56	0	3	0	0	0	0	0
79174	Институт_инженеров_электротехники_и_электроники	201	124	8	14	0	0	0	0	150	86	0	5	0	0	0	0	0
798808	Интегральная_схема_специального_назначения	87	54	2	4	0	0	0	0	73	42	2	4	0	0	0	0	0
263	Интернет	2679	1258	599	698	6	6	14	54	1560	472	80	194	0	0	0	0	0
16704	Интернет-провайдер	324	193	37	57	0	0	0	0	216	111	5	28	0	0	0	0	0
4244513	Интернет_вещей	170	72	31	34	0	0	0	0	121	37	11	15	0	0	0	0	0
2665	Искусственный_интеллект	1722	696	235	270	18	18	71	738	1087	308	61	117	8	8	60	240	0
2592470	Квантовая_сеть	33	15	0	0	0	0	0	0	29	13	0	0	0	0	0	0	0
2584104	Квантовая_технология	29	17	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0
21038	Квантовый_компьютер	724	373	44	71	0	0	0	0	429	174	4	28	0	0	0	0	0
5638061	Киберфизическая_система	29	12	0	0	0	0	0	0	27	10	0	0	0	0	0	0	0
63048	Коммуникационная_сеть	29	22	1	2	0	0	0	0	24	17	1	2	0	0	0	0	0
65534	Компьютерная_безопасность	16	11	2	4	0	0	0	0	6	6	0	1	0	0	0	0	0
774849	Компьютерное_зрение	76	60	2	4	0	0	0	0	43	33	0	2	0	0	0	0	0
9533	Консорциум_Всемирной_паутины	186	105	18	24	0	0	0	0	143	71	0	6	0	0	0	0	0
4573896	Криптовалюта	628	193	59	65	2	2	2	0	483	91	11	21	0	0	0	0	0
2342916	Криптографический_протокол	37	30	0	0	0	0	0	0	27	23	0	0	0	0	0	0	0
31409	Криптография	449	259	54	80	2	2	3	0	300	156	12	35	2	2	3	0	0
7426	Лисп	548	245	32	36	4	3	23	18	370	133	14	22	0	0	0	0	0
6181353	Маскировка_данных	35	7	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0
471913	Машинное_обучение	211	95	12	17	2	2	4	0	173	69	9	13	2	2	4	0	0
53302	Машинный_перевод	318	168	31	46	0	0	0	0	217	109	4	21	0	0	0	0	0
878541	Межгосударственный_стандарт	87	23	7	7	2	2	4	0	51	13	2	3	0	0	0	0	0
7569716	Микросервисы	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
869422	Мультивещание	79	50	5	9	0	0	0	0	54	30	1	5	0	0	0	0	0
57319	Нанотехнология	1242	576	118	157	6	6	21	84	738	268	24	67	2	2	7	0	0
1081641	Насыщенное_интернет-приложение	122	80	5	10	0	0	0	0	78	46	1	5	0	0	0	0	0
1471989	Облачные_вычисления	530	232	69	82	0	0	0	0	373	117	27	38	0	0	0	0	0
1061438	Обучение_с_подкреплением	58	28	3	3	2	2	4	0	51	21	2	2	2	2	4	0	0
143432	Оверлейная_сеть	33	26	0	0	0	0	0	0	28	21	0	0	0	0	0	0	0
10167	Одноранговая_сеть	602	291	45	70	2	2	4	0	344	130	8	29	2	2	4	0	0
3154744	Окулография	51	41	0	0	0	0	0	0	36	29	0	0	0	0	0	0	0
26700	Онтология_(информатика)	167	86	3	6	0	0	0	0	130	62	3	6	0	0	0	0	0
1375590	Опорные_сети_Интернета	129	68	2	4	0	0	0	0	71	27	0	1	0	0	0	0	0
592608	Открытое_аппаратное_обеспечение	114	76	9	13	2	2	2	0	99	61	4	7	0	0	0	0	0
91194	Пиринг	45	33	1	2	0	0	0	0	38	26	0	1	0	0	0	0	0
264	Поисковая_система	1217	526	206	233	4	4	32	8	796	239	60	92	4	4	32	8	0
7530393	Программно-определяемая_радиосистема	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
4303432	Программно-определяемая_сеть	40	21	7	9	0	0	0	0	27	12	1	3	0	0	0	0	0
1253666	Протокол_конфиденциального_вычисления	38	19	0	0	0	0	0	0	34	15	0	0	0	0	0	0	0
265709	Протокол_установления_сеанса	377	160	25	32	4	4	7	12	237	85	10	18	4	4	7	12	0
54577	Протоколы_сетевого_уровня	86	58	1	2	0	0	0	0	44	32	0	0	0	0	0	0	0
1110718	Распознавание_речи	313	123	23	27	2	2	3	0	161	73	3	12	0	0	0	0	0
3292568	Распределённые_вычисления	61	30	7	8	4	4	5	8	54	24	2	4	0	0	0	0	0
2181529	Регистрация_доменов	37	20	4	7	0	0	0	0	28	14	2	5	0	0	0	0	0
7164910	Регуляторные_технологии	14	3	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0
123485	Рекомендательная_система	122	69	12	16	2	2	6	0	91	47	7	11	2	2	6	0	0
51634	Робототехника	417	193	49	60	4	4	7	16	301	109	13	27	2	2	3	0	0
50441	Семантическая_паутина	382	167	34	48	0	0	0	0	290	98	11	23	0	0	0	0	0
158931	Сервис-ориентированная_архитектура	216	121	17	21	0	0	0	0	101	51	0	5	0	0	0	0	0
54569	Сетевая_модель_OSI	1103	665	127	190	2	2	5	0	423	196	4	48	0	0	0	0	0
4059170	Сетевой_трафик	67	30	2	4	0	0	0	0	51	17	1	3	0	0	0	0	0
1017077	Сетевые_сервисы	92	34	7	10	2	2	3	0	81	25	4	6	2	2	3	0	0
36470	Сжатие_данных	178	108	17	30	0	0	0	0	102	69	3	15	0	0	0	0	0
985011	Система_управления_пакетами	76	50	1	2	0	0	0	0	54	39	0	0	0	0	0	0	0
6283350	Смарт-контракт	150	51	8	11	0	0	0	0	125	29	1	5	0	0	0	0	0
61223	Смартфон	865	473	111	146	4	3	7	15	494	206	25	64	0	0	0	0	0
3689	Суперкомпьютер	387	211	36	52	2	2	2	0	249	119	5	23	0	0	0	0	0
1108614	Твиттер	1389	680	187	230	12	11	25	242	855	317	43	88	8	8	17	112	0
5407939	Точка-многоточка	19	10	1	2	0	0	0	0	14	5	0	1	0	0	0	0	0
227425	Точка_обмена_интернет-трафиком	293	162	29	25	6	5	45	190	152	69	7	9	0	0	0	0	0
54572	Транспортный_уровень	42	37	1	2	0	0	0	0	35	30	0	1	0	0	0	0	0
193545	Туннелирование_(компьютерные_сети)	63	33	0	0	0	0	0	0	54	25	0	0	0	0	0	0	0
4780098	Умные_сети_электроснабжения	38	19	1	2	0	0	0	0	30	13	0	1	0	0	0	0	0
4954180	Управление_учётными_данными	18	7	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0
6863549	Финансовые_технологии	18	13	1	2	0	0	0	0	16	11	1	2	0	0	0	0	0
2038753	Цифровая_валюта	99	27	9	7	2	2	89	0	81	18	4	3	2	2	89	0	0
3533765	Цифровые_технологии	40	28	1	2	0	0	0	0	31	21	0	1	0	0	0	0	0
6404415	Четвёртая_промышленная_революция	39	13	4	7	0	0	0	0	32	7	1	4	0	0	0	0	0
582615	Шейпинг_(информатика)	52	35	3	5	0	0	0	0	40	28	0	2	0	0	0	0	0
9920	Шифрование	312	170	32	47	0	0	0	0	181	77	4	20	0	0	0	0	0
22842	Электронная_подпись	736	367	111	141	8	7	13	77	394	160	23	54	0	0	0	0	0
1098804	Электросвязь	180	79	13	20	0	0	0	0	130	51	4	10	0	0	0	0	0
